sample,varType,context,count
PacBio_LAB03_Son_REP01-15kb20kb,nonSNPs,L2,10321
PacBio_LAB03_Son_REP01-15kb20kb,nonSNPs,lowcomplexity,3824
PacBio_LAB03_Son_REP01-15kb20kb,nonSNPs,LTR,27008
PacBio_LAB03_Son_REP01-15kb20kb,nonSNPs,satellite,239
PacBio_LAB03_Son_REP01-15kb20kb,nonSNPs,simplerepeat,66744
PacBio_LAB03_Son_REP01-15kb20kb,SNPs,Alu,416597
PacBio_LAB03_Son_REP01-15kb20kb,SNPs,L1,624760
PacBio_LAB03_Son_REP01-15kb20kb,SNPs,L2,114120
PacBio_LAB03_Son_REP01-15kb20kb,SNPs,lowcomplexity,4899
PacBio_LAB03_Son_REP01-15kb20kb,SNPs,LTR,336828
PacBio_LAB03_Son_REP01-15kb20kb,SNPs,satellite,2546
PacBio_LAB03_Son_REP01-15kb20kb,SNPs,simplerepeat,32012
Nanopore_LAB01_Son_REP01,nonSNPs,Alu,14250
Nanopore_LAB01_Son_REP01,nonSNPs,L1,27179
Nanopore_LAB01_Son_REP01,nonSNPs,L2,4703
Nanopore_LAB01_Son_REP01,nonSNPs,lowcomplexity,682
Nanopore_LAB01_Son_REP01,nonSNPs,LTR,11514
Nanopore_LAB01_Son_REP01,nonSNPs,satellite,107
Nanopore_LAB01_Son_REP01,nonSNPs,simplerepeat,9219
Nanopore_LAB01_Son_REP01,SNPs,Alu,393850
Nanopore_LAB01_Son_REP01,SNPs,L1,596820
Nanopore_LAB01_Son_REP01,SNPs,L2,109235
Nanopore_LAB01_Son_REP01,SNPs,lowcomplexity,4164
Nanopore_LAB01_Son_REP01,SNPs,LTR,320474
Nanopore_LAB01_Son_REP01,SNPs,satellite,2374
Nanopore_LAB01_Son_REP01,SNPs,simplerepeat,23706
Nanopore_LAB02_Son_REP01,nonSNPs,Alu,14252
Nanopore_LAB02_Son_REP01,nonSNPs,L1,27237
Nanopore_LAB02_Son_REP01,nonSNPs,L2,4706
Nanopore_LAB02_Son_REP01,nonSNPs,lowcomplexity,672
Nanopore_LAB02_Son_REP01,nonSNPs,LTR,11524
Nanopore_LAB02_Son_REP01,nonSNPs,satellite,107
Nanopore_LAB02_Son_REP01,nonSNPs,simplerepeat,9217
Nanopore_LAB02_Son_REP01,SNPs,Alu,394400
Nanopore_LAB02_Son_REP01,SNPs,L1,597698
Nanopore_LAB02_Son_REP01,SNPs,L2,109466
Nanopore_LAB02_Son_REP01,SNPs,lowcomplexity,4158
Nanopore_LAB02_Son_REP01,SNPs,LTR,321070
Nanopore_LAB02_Son_REP01,SNPs,satellite,2364
Nanopore_LAB02_Son_REP01,SNPs,simplerepeat,23672
Nanopore_LAB03_Son_REP01,nonSNPs,Alu,13825
Nanopore_LAB03_Son_REP01,nonSNPs,L1,26941
Nanopore_LAB03_Son_REP01,nonSNPs,L2,4701
Nanopore_LAB03_Son_REP01,nonSNPs,lowcomplexity,624
Nanopore_LAB03_Son_REP01,nonSNPs,LTR,11574
Nanopore_LAB03_Son_REP01,nonSNPs,satellite,109
Nanopore_LAB03_Son_REP01,nonSNPs,simplerepeat,8976
Nanopore_LAB03_Son_REP01,SNPs,Alu,390646
Nanopore_LAB03_Son_REP01,SNPs,L1,594598
Nanopore_LAB03_Son_REP01,SNPs,L2,109150
Nanopore_LAB03_Son_REP01,SNPs,lowcomplexity,4059
Nanopore_LAB03_Son_REP01,SNPs,LTR,320423
Nanopore_LAB03_Son_REP01,SNPs,satellite,2393
Nanopore_LAB03_Son_REP01,SNPs,simplerepeat,23486
